Day,StartTime,EndTime,Course,Group,Room
WEDNESDAY,09:00,09:50,Computer Architecture,CSE 2.5,B222
FRIDAY,14:00,14:50,Computer Architecture,CSE 2.5,A303
TUESDAY,18:00,18:50,Computer Architecture,CSE 2.5,B419
WEDNESDAY,14:00,14:50,Fundamentals of Data Science,CSE 2.7,A302
TUESDAY,11:00,11:50,Fundamentals of Data Science,CSE 2.7,C201
FRIDAY,16:00,16:50,Fundamentals of Data Science,CSE 2.7,B426
THURSDAY,09:50,11:30,Fundamentals of Data Science,CSE 2.7,TLFR3
TUESDAY,13:50,15:30,Fundamentals of Data Science,CSE 2.7,JR2
