Day,StartTime,EndTime,Course,Group,Room
WEDNESDAY,11:50,13:30,Food Microbiology Laboratory,FT 2.1,Food Microbiology Lab
TUESDAY,09:50,11:30,Food Microbiology Laboratory,FT 2.1,Food Microbiology Lab
SATURDAY,15:50,17:30,Food Microbiology Laboratory,FT 2.1,Food Microbiology Lab
SATURDAY,11:50,13:30,Food Microbiology Laboratory,FT 2.1,Food Microbiology Lab
FRIDAY,17:00,17:50,Food Microbiology,FT 2.1,B221
THURSDAY,15:00,15:50,Food Microbiology,FT 2.1,A305
TUESDAY,15:00,15:50,Food Microbiology,FT 2.1,B412
FRIDAY,09:50,11:30,Problem solving using Artificial Intelligence and Machine Learning for Food Technologist,FT 4.1,Aircraft Structures Lab
THURSDAY,08:00,09:40,Problem solving using Artificial Intelligence and Machine Learning for Food Technologist,FT 4.1,Diagnostic and Therapeutic Equipment Lab
THURSDAY,09:50,11:30,Problem solving using Artificial Intelligence and Machine Learning for Food Technologist,FT 4.1,Aerodynamics Lab
FRIDAY,11:50,13:30,Problem solving using Artificial Intelligence and Machine Learning for Food Technologist,FT 4.1,LIC Lab
