Day,StartTime,EndTime,Course,Group,Room
MONDAY,17:00,17:50,Chemical Process Industries,CHEM 2.1,B415
THURSDAY,13:00,13:50,Chemical Process Industries,CHEM 2.1,B322
FRIDAY,18:00,18:50,Chemical Process Industries,CHEM 2.1,A209
