Day,StartTime,EndTime,Course,Group,Room
THURSDAY,08:00,08:50,Environmental Science and Engineering,AIML 2.4,B425
TUESDAY,11:00,11:50,Environmental Science and Engineering,AIML 2.4,C103
TUESDAY,18:00,18:50,Environmental Science and Engineering,AIML 2.4,C307
