Day,StartTime,EndTime,Course,Group,Room
TUESDAY,14:00,14:50,Deep Learning,AIML 3.1,B320
FRIDAY,18:00,18:50,Deep Learning,AIML 3.1,B426
THURSDAY,09:00,09:50,Deep Learning,AIML 3.1,B212
SATURDAY,11:50,13:30,Deep Learning,AIML 3.1,KFL03
WEDNESDAY,17:30,19:10,Deep Learning,AIML 3.1,TLFR3
SATURDAY,16:00,16:50,Big Data Technology,AIML 4.2,B418
TUESDAY,17:00,17:50,Big Data Technology,AIML 4.2,A210
TUESDAY,10:00,10:50,Big Data Technology,AIML 4.2,B409
THURSDAY,09:50,11:30,Big Data Technology,AIML 4.2,TLFR2
WEDNESDAY,15:50,17:30,Big Data Technology,AIML 4.2,TLFR4
