Day,StartTime,EndTime,Course,Group,Room
TUESDAY,12:00,12:50,Engineering Thermodynamics,MECH 2.2,B320
MONDAY,15:00,15:50,Engineering Thermodynamics,MECH 2.2,C302
MONDAY,13:00,13:50,Engineering Thermodynamics,MECH 2.2,C201
TUESDAY,18:00,18:50,Engineering Thermodynamics,MECH 2.2,C308
WEDNESDAY,15:50,17:30,COMPREHENSION,MECH 4.1,VLSI Lab
MONDAY,15:50,17:30,COMPREHENSION,MECH 4.1,Isaac Asimov Laboratory
