Day,StartTime,EndTime,Course,Group,Room
TUESDAY,12:00,12:50,Digital Principles and System Design,ECE 2.6,B401
SATURDAY,11:00,11:50,Digital Principles and System Design,ECE 2.6,B221
FRIDAY,16:00,16:50,Digital Principles and System Design,ECE 2.6,B416
