Day,StartTime,EndTime,Course,Group,Room
TUESDAY,13:00,13:50,Introduction to Python Programming,MCT 2.1,C308
TUESDAY,15:50,17:30,Introduction to Python Programming,MCT 2.1,MCT CAD Lab
WEDNESDAY,13:50,15:30,Introduction to Python Programming,MCT 2.1,MCT CAD Lab
SATURDAY,15:50,17:30,Introduction to Python Programming,MCT 2.1,MCT CAD Lab
SATURDAY,17:30,19:10,Introduction to Python Programming,MCT 2.1,MCT CAD Lab
THURSDAY,09:00,09:50,Basic Engineering Research Methods,MCT 3.1,B106
THURSDAY,11:00,11:50,Basic Engineering Research Methods,MCT 3.1,A303
SATURDAY,12:00,12:50,Basic Engineering Research Methods,MCT 3.1,A109
FRIDAY,13:50,15:30,Mechatronics Problem Solving using AI, ML & DL,MCT 4.1,TLFR1
WEDNESDAY,15:50,17:30,Mechatronics Problem Solving using AI, ML & DL,MCT 4.1,TLFR3
FRIDAY,08:00,09:40,Mechatronics Problem Solving using AI, ML & DL,MCT 4.1,TLFR2
THURSDAY,15:50,17:30,Mechatronics Problem Solving using AI, ML & DL,MCT 4.1,TLFR5
