Day,StartTime,EndTime,Course,Group,Room
WEDNESDAY,08:00,08:50,Fundamentals of Machine Learning,AIML 2.4,B402
WEDNESDAY,14:00,14:50,Fundamentals of Machine Learning,AIML 2.4,B320
TUESDAY,13:00,13:50,Fundamentals of Machine Learning,AIML 2.4,B422
SATURDAY,17:30,19:10,Fundamentals of Machine Learning,AIML 2.4,TLFL2
THURSDAY,15:50,17:30,Fundamentals of Machine Learning,AIML 2.4,TLFL2
FRIDAY,10:00,10:50,Information Retrieval (Professional Elective V),AIML 4.1,B325
WEDNESDAY,13:00,13:50,Information Retrieval (Professional Elective V),AIML 4.1,B411
FRIDAY,13:50,15:30,Information Retrieval (Professional Elective V),AIML 4.1,KFL03
SATURDAY,11:50,13:30,Information Retrieval (Professional Elective V),AIML 4.1,TLFR5
TUESDAY,18:00,18:50,Information Retrieval (Professional Elective V),AIML 4.3,C307
SATURDAY,15:00,15:50,Information Retrieval (Professional Elective V),AIML 4.3,B210
FRIDAY,08:00,09:40,Information Retrieval (Professional Elective V),AIML 4.3,TLFR5
FRIDAY,11:50,13:30,Information Retrieval (Professional Elective V),AIML 4.3,JR1
