Day,StartTime,EndTime,Course,Group,Room
WEDNESDAY,16:00,16:50,Fundamentals of Data Science,CSE 2.1,C308
MONDAY,14:00,14:50,Fundamentals of Data Science,CSE 2.1,C102
THURSDAY,17:00,17:50,Fundamentals of Data Science,CSE 2.1,C102
THURSDAY,13:50,15:30,Fundamentals of Data Science,CSE 2.1,TLFR5
THURSDAY,11:50,13:30,Fundamentals of Data Science,CSE 2.1,TLFR3
WEDNESDAY,10:00,10:50,Fundamentals of Data Science,CSE 2.9,B415
WEDNESDAY,13:00,13:50,Fundamentals of Data Science,CSE 2.9,B419
WEDNESDAY,11:00,11:50,Fundamentals of Data Science,CSE 2.9,A104/105
FRIDAY,11:50,13:30,Fundamentals of Data Science,CSE 2.9,JR2
TUESDAY,15:50,17:30,Fundamentals of Data Science,CSE 2.9,TLFL5
WEDNESDAY,14:00,14:50,Theory of Computation,CSE 3.2,B302
FRIDAY,17:00,17:50,Theory of Computation,CSE 3.2,C308
FRIDAY,15:00,15:50,Theory of Computation,CSE 3.2,A308
TUESDAY,12:00,12:50,Theory of Computation,CSE 3.2,B403
