Day,StartTime,EndTime,Course,Group,Room
SATURDAY,17:00,17:50,Object Oriented Programming Using JAVA,IT 2.2,A308
FRIDAY,17:00,17:50,Object Oriented Programming Using JAVA,IT 2.2,A109
SATURDAY,15:00,15:50,Object Oriented Programming Using JAVA,IT 2.2,B418
WEDNESDAY,13:50,15:30,Object Oriented Programming Using JAVA,IT 2.2,TLFR3
THURSDAY,08:00,09:40,Object Oriented Programming Using JAVA,IT 2.2,KFL01
WEDNESDAY,17:30,19:10,Object Oriented Programming Using JAVA,IT 2.2,TLFL1
SATURDAY,11:50,13:30,Object Oriented Programming Using JAVA,IT 2.2,TLFR4
