Day,StartTime,EndTime,Course,Group,Room
SATURDAY,13:00,13:50,Cell Biology,BT 2.3,A203
THURSDAY,12:00,12:50,Cell Biology,BT 2.3,B321
THURSDAY,15:00,15:50,Cell Biology,BT 2.3,A103
