Day,StartTime,EndTime,Course,Group,Room
MONDAY,15:00,15:50,Fundamentals of Data Science,CSE 2.6,A108
MONDAY,18:00,18:50,Fundamentals of Data Science,CSE 2.6,B423
FRIDAY,16:00,16:50,Fundamentals of Data Science,CSE 2.6,B107
THURSDAY,13:50,15:30,Fundamentals of Data Science,CSE 2.6,TLFR3
TUESDAY,13:50,15:30,Fundamentals of Data Science,CSE 2.6,TLFR2
WEDNESDAY,13:00,13:50,Foundations of Artificial Intelligence,CSE 3.2,B320
THURSDAY,18:00,18:50,Foundations of Artificial Intelligence,CSE 3.2,B404
FRIDAY,18:00,18:50,Foundations of Artificial Intelligence,CSE 3.2,C103
SATURDAY,17:30,19:10,Foundations of Artificial Intelligence,CSE 3.2,TLFR3
TUESDAY,09:50,11:30,Foundations of Artificial Intelligence,CSE 3.2,JR1
