Day,StartTime,EndTime,Course,Group,Room
WEDNESDAY,13:00,13:50,Compressible Aerodynamics,AERO 3.1,B423
MONDAY,15:00,15:50,Compressible Aerodynamics,AERO 3.1,B325
THURSDAY,13:00,13:50,Compressible Aerodynamics,AERO 3.1,B404
TUESDAY,08:00,08:50,Experimental Aerodynamics,AERO 4.1,B210
FRIDAY,18:00,18:50,Experimental Aerodynamics,AERO 4.1,A310
WEDNESDAY,18:00,18:50,Experimental Aerodynamics,AERO 4.1,B211
