Day,StartTime,EndTime,Course,Group,Room
FRIDAY,17:00,17:50,Introduction to MEMS,ECE 3.1,B409
THURSDAY,17:00,17:50,Introduction to MEMS,ECE 3.1,B222
FRIDAY,12:00,12:50,Introduction to MEMS,ECE 3.1,B218
TUESDAY,15:00,15:50,Introduction to MEMS,ECE 3.3,C102
WEDNESDAY,17:00,17:50,Introduction to MEMS,ECE 3.3,B221
TUESDAY,16:00,16:50,Introduction to MEMS,ECE 3.3,B401
