Day,StartTime,EndTime,Course,Group,Room
FRIDAY,15:00,15:50,Design and Analysis of Algorithms,IT 2.1,B404
THURSDAY,12:00,12:50,Design and Analysis of Algorithms,IT 2.1,C101
SATURDAY,09:00,09:50,Design and Analysis of Algorithms,IT 2.1,B321
WEDNESDAY,09:50,11:30,Design and Analysis of Algorithms,IT 2.1,JL2
TUESDAY,13:50,15:30,Design and Analysis of Algorithms,IT 2.1,TLFR1
SATURDAY,11:50,13:30,Soft Skills – II,IT 3.1,JR2
SATURDAY,09:50,11:30,Soft Skills – II,IT 3.1,JR3
THURSDAY,15:00,15:50,Web Programming,IT 3.3,B218
SATURDAY,14:00,14:50,Web Programming,IT 3.3,B416
WEDNESDAY,08:00,08:50,Web Programming,IT 3.3,B218
FRIDAY,17:30,19:10,Web Programming,IT 3.3,JL1
THURSDAY,17:30,19:10,Web Programming,IT 3.3,JL2
TUESDAY,09:50,11:30,Web Programming,IT 3.3,JR2
TUESDAY,08:00,09:40,Web Programming,IT 3.3,KFL01
