Day,StartTime,EndTime,Course,Group,Room
THURSDAY,09:00,09:50,Theory of Mechanisms and Machines-II,R&A 3.1,A302
FRIDAY,16:00,16:50,Theory of Mechanisms and Machines-II,R&A 3.1,A104/105
FRIDAY,11:00,11:50,Theory of Mechanisms and Machines-II,R&A 3.1,A303
SATURDAY,16:00,16:50,Theory of Mechanisms and Machines-II,R&A 3.1,B210
TUESDAY,10:00,10:50,Material Handling system,R&A 4.1,B322
SATURDAY,15:00,15:50,Material Handling system,R&A 4.1,C102
WEDNESDAY,11:00,11:50,Material Handling system,R&A 4.1,A304
SATURDAY,08:00,09:40,Innovation and Design thinking for Robotics and Automation,R&A 4.1,Computer Application in Chemical Engg Lab
WEDNESDAY,11:50,13:30,Innovation and Design thinking for Robotics and Automation,R&A 4.1,Basic Electronics Lab-2
SATURDAY,11:50,13:30,Innovation and Design thinking for Robotics and Automation,R&A 4.1,Chemical Reaction Engineering Lab
TUESDAY,11:50,13:30,Innovation and Design thinking for Robotics and Automation,R&A 4.1,Embedded System Laboratory(EEE)
