Day,StartTime,EndTime,Course,Group,Room
TUESDAY,16:00,16:50,Database Technology,CSBS-2A,A110
MONDAY,09:00,09:50,Database Technology,CSBS-2A,B403
FRIDAY,09:00,09:50,Database Technology,CSBS-2A,A208
THURSDAY,13:50,15:30,Database Technology,CSBS-2A,TLFR2
WEDNESDAY,15:50,17:30,Database Technology,CSBS-2A,TLFR3
FRIDAY,15:00,15:50,Usability Design of Software  Applications,CSBS-4A,A110
THURSDAY,09:00,09:50,Usability Design of Software  Applications,CSBS-4A,B411
TUESDAY,08:00,08:50,Usability Design of Software  Applications,CSBS-4A,B403
WEDNESDAY,13:50,15:30,Usability Design of Software  Applications,CSBS-4A,TLFR3
TUESDAY,09:50,11:30,Usability Design of Software  Applications,CSBS-4A,KSL03
