Day,StartTime,EndTime,Course,Group,Room
WEDNESDAY,16:00,16:50,Object Oriented Programming Using JAVA,CSE 2.5,A102
MONDAY,14:00,14:50,Object Oriented Programming Using JAVA,CSE 2.5,A308
FRIDAY,08:00,08:50,Object Oriented Programming Using JAVA,CSE 2.5,B404
THURSDAY,08:00,09:40,Object Oriented Programming Using JAVA,CSE 2.5,JR1
FRIDAY,09:50,11:30,Object Oriented Programming Using JAVA,CSE 2.5,TLGL4
WEDNESDAY,13:50,15:30,Object Oriented Programming Using JAVA,CSE 2.5,KFR03
FRIDAY,11:50,13:30,Object Oriented Programming Using JAVA,CSE 2.5,JL3
THURSDAY,10:00,10:50,Foundations of Artificial Intelligence,CSE 3.4,B419
THURSDAY,16:00,16:50,Foundations of Artificial Intelligence,CSE 3.4,B302
TUESDAY,10:00,10:50,Foundations of Artificial Intelligence,CSE 3.4,C103
WEDNESDAY,11:50,13:30,Foundations of Artificial Intelligence,CSE 3.4,TLSL1
TUESDAY,15:50,17:30,Foundations of Artificial Intelligence,CSE 3.4,TLFR3
