Day,StartTime,EndTime,Course,Group,Room
THURSDAY,16:00,16:50,Digital Logic and Computer Architecture,IT 2.1,B415
WEDNESDAY,10:00,10:50,Digital Logic and Computer Architecture,IT 2.1,A108
TUESDAY,16:00,16:50,Digital Logic and Computer Architecture,IT 2.1,A309
TUESDAY,17:30,19:10,Digital Logic and Computer Architecture,IT 2.1,JR3
TUESDAY,11:50,13:30,Digital Logic and Computer Architecture,IT 2.1,TLFR4
WEDNESDAY,08:00,08:50,Digital Logic and Computer Architecture,IT 2.3,A208
WEDNESDAY,14:00,14:50,Digital Logic and Computer Architecture,IT 2.3,B410
WEDNESDAY,16:00,16:50,Digital Logic and Computer Architecture,IT 2.3,C101
MONDAY,11:50,13:30,Digital Logic and Computer Architecture,IT 2.3,KFL02
THURSDAY,11:50,13:30,Digital Logic and Computer Architecture,IT 2.3,TLGL1
FRIDAY,13:00,13:50,Digital Logic and Computer Architecture,IT 2.5,A208
THURSDAY,10:00,10:50,Digital Logic and Computer Architecture,IT 2.5,C103
MONDAY,10:00,10:50,Digital Logic and Computer Architecture,IT 2.5,A305
TUESDAY,09:50,11:30,Digital Logic and Computer Architecture,IT 2.5,TLFR2
THURSDAY,08:00,09:40,Digital Logic and Computer Architecture,IT 2.5,KSL03
TUESDAY,13:50,15:30,Soft Skills – II,IT 3.4,JR3
WEDNESDAY,11:50,13:30,Soft Skills – II,IT 3.4,TLFR3
FRIDAY,11:00,11:50,Computer Networks,IT 3.4,A203
MONDAY,18:00,18:50,Computer Networks,IT 3.4,B424
FRIDAY,18:00,18:50,Computer Networks,IT 3.4,B404
THURSDAY,13:50,15:30,Computer Networks,IT 3.4,TLGL2
FRIDAY,15:50,17:30,Computer Networks,IT 3.4,TLGL4
MONDAY,13:50,15:30,Computer Networks,IT 3.4,TLFR1
MONDAY,15:50,17:30,Computer Networks,IT 3.4,TLGL3
