Day,StartTime,EndTime,Course,Group,Room
FRIDAY,14:00,14:50,Digital Image Processing Techniques,BME 4.1,B403
FRIDAY,12:00,12:50,Digital Image Processing Techniques,BME 4.1,B212
THURSDAY,11:00,11:50,Digital Image Processing Techniques,BME 4.1,B211
MONDAY,09:50,11:30,Digital Image Processing Techniques,BME 4.1,Medical Image Processing Lab
THURSDAY,17:30,19:10,Digital Image Processing Techniques,BME 4.1,Medical Image Processing Lab
TUESDAY,13:50,15:30,Project Phase-I,BME 4.1,Aero CAD Lab
FRIDAY,09:50,11:30,Project Phase-I,BME 4.1,Immunology Lab
WEDNESDAY,15:50,17:30,Project Phase-I,BME 4.1,Electrical Machines I Lab
FRIDAY,15:50,17:30,Project Phase-I,BME 4.1,Automotive Components Lab
MONDAY,13:50,15:30,Project Phase-I,BME 4.1,Industrial Automation Lab
MONDAY,11:50,13:30,Project Phase-I,BME 4.1,Mechatronics Lab
