Day,StartTime,EndTime,Course,Group,Room
MONDAY,17:30,19:10,Food Microbiology Laboratory,FT 2.1,Food Microbiology Lab
TUESDAY,15:50,17:30,Food Microbiology Laboratory,FT 2.1,Food Microbiology Lab
WEDNESDAY,08:00,09:40,Food Microbiology Laboratory,FT 2.1,Food Microbiology Lab
THURSDAY,13:50,15:30,Food Microbiology Laboratory,FT 2.1,Food Microbiology Lab
FRIDAY,10:00,10:50,Food Microbiology,FT 2.1,B410
WEDNESDAY,15:00,15:50,Food Microbiology,FT 2.1,A304
THURSDAY,17:00,17:50,Food Microbiology,FT 2.1,C202
TUESDAY,09:50,11:30,Problem solving using Artificial Intelligence and Machine Learning for Food Technologist,FT 4.1,Dynamics Lab
TUESDAY,11:50,13:30,Problem solving using Artificial Intelligence and Machine Learning for Food Technologist,FT 4.1,Industrial Automation Lab
WEDNESDAY,11:50,13:30,Problem solving using Artificial Intelligence and Machine Learning for Food Technologist,FT 4.1,Immunology Lab
THURSDAY,09:50,11:30,Problem solving using Artificial Intelligence and Machine Learning for Food Technologist,FT 4.1,LIC Lab
