Day,StartTime,EndTime,Course,Group,Room
MONDAY,18:00,18:50,Manufacturing Technology I,MECH 2.2,A103
WEDNESDAY,10:00,10:50,Manufacturing Technology I,MECH 2.2,A209
TUESDAY,09:00,09:50,Manufacturing Technology I,MECH 2.2,B411
