Day,StartTime,EndTime,Course,Group,Room
FRIDAY,12:00,12:50,Theory of Mechanisms and Machines-II,R&A 3.1,B222
TUESDAY,10:00,10:50,Theory of Mechanisms and Machines-II,R&A 3.1,B423
MONDAY,16:00,16:50,Theory of Mechanisms and Machines-II,R&A 3.1,B419
TUESDAY,18:00,18:50,Theory of Mechanisms and Machines-II,R&A 3.1,B107
WEDNESDAY,10:00,10:50,Material Handling system,R&A 4.1,A109
WEDNESDAY,12:00,12:50,Material Handling system,R&A 4.1,C301
FRIDAY,14:00,14:50,Material Handling system,R&A 4.1,C302
FRIDAY,09:50,11:30,Innovation and Design thinking for Robotics and Automation,R&A 4.1,Mech CAD Lab
WEDNESDAY,13:50,15:30,Innovation and Design thinking for Robotics and Automation,R&A 4.1,Technical Analysis Lab
WEDNESDAY,15:50,17:30,Innovation and Design thinking for Robotics and Automation,R&A 4.1,Automotive Components Lab
THURSDAY,09:50,11:30,Innovation and Design thinking for Robotics and Automation,R&A 4.1,Automotive Components Lab
