Day,StartTime,EndTime,Course,Group,Room
FRIDAY,08:00,08:50,Digital Principles and System Design,ECE 2.6,B212
WEDNESDAY,15:00,15:50,Digital Principles and System Design,ECE 2.6,B405
WEDNESDAY,13:00,13:50,Digital Principles and System Design,ECE 2.6,B222
TUESDAY,09:00,09:50,Control System Engineering,ECE 3.4,B405
THURSDAY,12:00,12:50,Control System Engineering,ECE 3.4,A108
MONDAY,10:00,10:50,Control System Engineering,ECE 3.4,B418
