Day,StartTime,EndTime,Course,Group,Room
WEDNESDAY,16:00,16:50,Principles of Artificial Intelligence,IT-3A,B410
THURSDAY,11:00,11:50,Principles of Artificial Intelligence,IT-3A,B411
MONDAY,08:00,08:50,Principles of Artificial Intelligence,IT-3A,B322
TUESDAY,09:50,11:30,Principles of Artificial Intelligence,IT-3A,KFR01
THURSDAY,08:00,09:40,Principles of Artificial Intelligence,IT-3A,KFL02
WEDNESDAY,12:00,12:50,Principles of Artificial Intelligence,IT-3D,B415
MONDAY,11:00,11:50,Principles of Artificial Intelligence,IT-3D,B218
FRIDAY,08:00,08:50,Principles of Artificial Intelligence,IT-3D,B321
WEDNESDAY,09:50,11:30,Principles of Artificial Intelligence,IT-3D,TLFL2
FRIDAY,09:50,11:30,Principles of Artificial Intelligence,IT-3D,TLFR5
