Day,StartTime,EndTime,Course,Group,Room
MONDAY,15:00,15:50,URBAN PLANNING AND DEVELOPMENT,CIVIL 3.1,B422
FRIDAY,08:00,08:50,URBAN PLANNING AND DEVELOPMENT,CIVIL 3.1,A104/105
WEDNESDAY,11:00,11:50,URBAN PLANNING AND DEVELOPMENT,CIVIL 3.1,A211
FRIDAY,13:50,15:30,PROBLEM SOLVING USING MACHINE LEARNING IN CIVIL ENGINEERING,CIVIL 4.1,A302
FRIDAY,11:50,13:30,PROBLEM SOLVING USING MACHINE LEARNING IN CIVIL ENGINEERING,CIVIL 4.1,B417
THURSDAY,17:30,19:10,PROBLEM SOLVING USING MACHINE LEARNING IN CIVIL ENGINEERING,CIVIL 4.1,A103
TUESDAY,11:50,13:30,PROBLEM SOLVING USING MACHINE LEARNING IN CIVIL ENGINEERING,CIVIL 4.1,B220
TUESDAY,09:00,09:50,WATER RESOURCES AND IRRIGATION ENGINEERING,CIVIL 4.1,A204
THURSDAY,14:00,14:50,WATER RESOURCES AND IRRIGATION ENGINEERING,CIVIL 4.1,A308
TUESDAY,14:00,14:50,WATER RESOURCES AND IRRIGATION ENGINEERING,CIVIL 4.1,B425
