Day,StartTime,EndTime,Course,Group,Room
FRIDAY,11:00,11:50,Digital Principles and System Design,ECE 2.1,C307
TUESDAY,16:00,16:50,Digital Principles and System Design,ECE 2.1,B408
THURSDAY,08:00,08:50,Digital Principles and System Design,ECE 2.1,B415
