Day,StartTime,EndTime,Course,Group,Room
FRIDAY,14:00,14:50,Avionics,AERO 4.1,B211
WEDNESDAY,14:00,14:50,Avionics,AERO 4.1,A311
FRIDAY,10:00,10:50,Avionics,AERO 4.1,A103
THURSDAY,11:50,13:30,Avionics,AERO 4.1,Manufacturing Technology II
THURSDAY,09:50,11:30,Avionics,AERO 4.1,Soil Mechanics & Highway Lab
