Day,StartTime,EndTime,Course,Teacher,Room
TUESDAY,15:00,15:50,Construction Techniques, Equipment and Practice,Mr. Ammaiappan.M,A211
FRIDAY,11:00,11:50,Construction Techniques, Equipment and Practice,Mr. Ammaiappan.M,C202
WEDNESDAY,09:00,09:50,Construction Techniques, Equipment and Practice,Mr. Ammaiappan.M,B404
TUESDAY,09:50,11:30,Construction Materials Laboratory,Mrs. A.J.Jeya Arthi,Concrete & Survey Lab
TUESDAY,11:50,13:30,Construction Materials Laboratory,Mrs. A.J.Jeya Arthi,Concrete & Survey Lab
MONDAY,15:50,17:30,Construction Materials Laboratory,Mrs. A.J.Jeya Arthi,Concrete & Survey Lab
THURSDAY,17:30,19:10,Construction Materials Laboratory,Mrs. A.J.Jeya Arthi,Concrete & Survey Lab
MONDAY,09:00,09:50,Surveying,Mrs. Yugasini S,B408
FRIDAY,12:00,12:50,Surveying,Mrs. Yugasini S,A210
TUESDAY,09:00,09:50,Surveying,Mrs. Yugasini S,A209
THURSDAY,11:50,13:30,Surveying,Mrs. Yugasini S,Soil Mechanics & Highway Lab
WEDNESDAY,11:50,13:30,Surveying,Mrs. Yugasini S,Soil Mechanics & Highway Lab
TUESDAY,08:00,08:50,Strength of Materials I,Mrs. S. Muthu Lakshmi,B416
MONDAY,08:00,08:50,Strength of Materials I,Mrs. S. Muthu Lakshmi,B425
WEDNESDAY,16:00,16:50,Strength of Materials I,Mrs. S. Muthu Lakshmi,B210
MONDAY,13:00,13:50,Fundamentals of Management for Engineers,Mr. Mahamood Ul Hasan N,B423
THURSDAY,16:00,16:50,Fundamentals of Management for Engineers,Mr. Mahamood Ul Hasan N,A211
WEDNESDAY,10:00,10:50,Fundamentals of Management for Engineers,Mr. Mahamood Ul Hasan N,B418
FRIDAY,13:50,15:30,Python Programming for Machine Learning,Dr. M.Manoharan,DSP Lab
WEDNESDAY,11:50,13:30,Python Programming for Machine Learning,Dr. M.Manoharan,DSP Lab
THURSDAY,11:00,11:50,Python Programming for Machine Learning,Dr. M.Manoharan,DSP Lab
TUESDAY,09:50,11:30,Python Programming for Machine Learning,Dr. M.Manoharan,DSP Lab
WEDNESDAY,08:00,08:50,Fluid Mechanics,Mrs. A.J.Jeya Arthi,B212
MONDAY,10:00,10:50,Fluid Mechanics,Mrs. A.J.Jeya Arthi,C101
MONDAY,14:00,14:50,Fluid Mechanics,Mrs. A.J.Jeya Arthi,B405
