Day,StartTime,EndTime,Course,Teacher,Room
MONDAY,11:00,12:00,Computer Architecture,Mr. Dr V.Murali Bhaskaran,room_number
TUESDAY,11:00,12:00,Computer Architecture,Mr. Dr V.Murali Bhaskaran,room_number
WEDNESDAY,11:00,12:00,Computer Architecture,Mr. Dr V.Murali Bhaskaran,room_number
