Day,StartTime,EndTime,Course,Teacher,Room
MONDAY,12:00,13:00,Computer Architecture,Mr. Dr V.Murali Bhaskaran,room_number
TUESDAY,12:00,13:00,Computer Architecture,Mr. Dr V.Murali Bhaskaran,room_number
WEDNESDAY,12:00,13:00,Computer Architecture,Mr. Dr V.Murali Bhaskaran,room_number
