Day,StartTime,EndTime,Course,Teacher,Room
TUESDAY,11:00,11:50,Wireless Networks,Mrs. Dr.L.Bhagyalakshmi,C202
TUESDAY,09:00,09:50,Wireless Networks,Mrs. Dr.L.Bhagyalakshmi,B423
MONDAY,10:00,10:50,Wireless Networks,Mrs. Dr.L.Bhagyalakshmi,B211
FRIDAY,09:00,09:50,Multimedia Compression and Networking,Mrs. Dr. A. Asha,B412
THURSDAY,10:00,10:50,Multimedia Compression and Networking,Mrs. Dr. A. Asha,A208
TUESDAY,15:00,15:50,Multimedia Compression and Networking,Mrs. Dr. A. Asha,B221
WEDNESDAY,11:00,11:50,Embedded Systems,Mrs. Dr. Saranya J,B222
FRIDAY,10:00,10:50,Embedded Systems,Mrs. Dr. Saranya J,A310
THURSDAY,16:00,16:50,Embedded Systems,Mrs. Dr. Saranya J,B322
MONDAY,09:00,09:50,RF and Microwave Engineering,Mrs. Nirmala D,B106
TUESDAY,08:00,08:50,RF and Microwave Engineering,Mrs. Nirmala D,B408
TUESDAY,10:00,10:50,RF and Microwave Engineering,Mrs. Nirmala D,B325
MONDAY,17:30,19:10,Embedded Laboratory,Mrs. Dr. Saranya J,Embedded System Laboratory (ECE)
FRIDAY,11:50,13:30,Embedded Laboratory,Mrs. Dr. Saranya J,Embedded System Laboratory (ECE)
WEDNESDAY,15:50,17:30,Embedded Laboratory,Mrs. Dr. Saranya J,Embedded System Laboratory (ECE)
THURSDAY,11:50,13:30,Embedded Laboratory,Mrs. Dr. Saranya J,Embedded System Laboratory (ECE)
FRIDAY,17:00,17:50,Optical Communication and Networks,Mrs. Shanmuga Priya P,B416
THURSDAY,14:00,14:50,Optical Communication and Networks,Mrs. Shanmuga Priya P,B220
WEDNESDAY,13:00,13:50,Optical Communication and Networks,Mrs. Shanmuga Priya P,B320
THURSDAY,08:00,09:40,Advanced Communication Systems Laboratory,Mrs. Sasirekha D,Optical and Microwave Lab
MONDAY,13:50,15:30,Advanced Communication Systems Laboratory,Mrs. Sasirekha D,Optical and Microwave Lab
TUESDAY,11:50,13:30,Advanced Communication Systems Laboratory,Mrs. Sasirekha D,Optical and Microwave Lab
MONDAY,11:50,13:30,Advanced Communication Systems Laboratory,Mrs. Sasirekha D,Optical and Microwave Lab
