Day,StartTime,EndTime,Course,Teacher,Room
MONDAY,15:00,15:50,Two and Three Wheelers,Mr. Mohanraj K,A311
TUESDAY,10:00,10:50,Two and Three Wheelers,Mr. Mohanraj K,A202
THURSDAY,15:00,15:50,Two and Three Wheelers,Mr. Mohanraj K,B426
TUESDAY,11:00,11:50,Design of Machine Elements,Mr. R. Edwin Joseph,B222
THURSDAY,16:00,16:50,Design of Machine Elements,Mr. R. Edwin Joseph,B409
WEDNESDAY,08:00,08:50,Design of Machine Elements,Mr. R. Edwin Joseph,A202
WEDNESDAY,09:50,11:30,Two and Three wheelers Laboratory,Mr. Mohanraj K,Automotive Components Lab
TUESDAY,11:50,13:30,Computer Aided Vehicle Design Data Characteristics Laboratory,Mr. Zahir Hussain M,Auto CAD Lab
THURSDAY,11:00,11:50,Automotive Electrical and Electronics,Mr. Zahir Hussain M,B321
MONDAY,09:00,09:50,Automotive Electrical and Electronics,Mr. Zahir Hussain M,A102
FRIDAY,13:00,13:50,Automotive Electrical and Electronics,Mr. Zahir Hussain M,A102
MONDAY,15:50,17:30,Automotive Electrical and Electronics,Mr. Zahir Hussain M,Chemical Reaction Engineering Lab
TUESDAY,18:00,18:50,Electric and Hybrid Vehicles - II,Mr. Pavan.P,B424
FRIDAY,08:00,08:50,Electric and Hybrid Vehicles - II,Mr. Pavan.P,B322
TUESDAY,14:00,14:50,Electric and Hybrid Vehicles - II,Mr. Pavan.P,B426
THURSDAY,11:50,13:30,Electric and Hybrid Vehicles - II,Mr. Pavan.P,Auto CAD Lab
MONDAY,10:00,10:50,Fundamentals of Management for Engineers,Mr. R.Karthikeyan,A102
THURSDAY,09:00,09:50,Fundamentals of Management for Engineers,Mr. R.Karthikeyan,B411
TUESDAY,08:00,08:50,Fundamentals of Management for Engineers,Mr. R.Karthikeyan,A205
