Day,StartTime,EndTime,Course,Teacher,Room
THURSDAY,11:00,11:50,Modern Digital Communication,Mrs. T. Helan Vidhya,A305
TUESDAY,16:00,16:50,Modern Digital Communication,Mrs. T. Helan Vidhya,B212
WEDNESDAY,09:00,09:50,Modern Digital Communication,Mrs. T. Helan Vidhya,C308
FRIDAY,11:50,13:30,Communication Systems Laboratory,Mrs. Benazir Begam R,Communication Systems Lab
FRIDAY,09:50,11:30,Communication Systems Laboratory,Mrs. Benazir Begam R,Communication Systems Lab
FRIDAY,13:50,15:30,Communication Systems Laboratory,Mrs. Benazir Begam R,Communication Systems Lab
THURSDAY,17:30,19:10,Communication Systems Laboratory,Mrs. Benazir Begam R,Communication Systems Lab
FRIDAY,15:50,17:30,Industrial Internship,Mr. G Loganathan,Optical and Microwave Lab
WEDNESDAY,11:50,13:30,Industrial Internship,Mr. G Loganathan,VLSI Lab
THURSDAY,14:00,14:50,Digital Signal Processing,Mr. S Sudharsan,B405
WEDNESDAY,17:00,17:50,Digital Signal Processing,Mr. S Sudharsan,B320
THURSDAY,10:00,10:50,Digital Signal Processing,Mr. S Sudharsan,C101
TUESDAY,17:30,19:10,Digital Signal Processing,Mr. S Sudharsan,DSP Lab
THURSDAY,08:00,09:40,Digital Signal Processing,Mr. S Sudharsan,DSP Lab
MONDAY,11:50,13:30,Soft Skills – II,Mrs. Shanmuga Priya P,VLSI Lab
FRIDAY,09:50,11:30,Soft Skills – II,Mrs. Shanmuga Priya P,Microprocessor Lab-2
WEDNESDAY,08:00,08:50,Information theory and coding,Mrs. Ms. Indhumathi G,B409
TUESDAY,11:00,11:50,Information theory and coding,Mrs. Ms. Indhumathi G,C302
TUESDAY,14:00,14:50,Information theory and coding,Mrs. Ms. Indhumathi G,C302
FRIDAY,09:00,09:50,Medical electronics,Mrs. B.Thilakavathi,B423
WEDNESDAY,11:00,11:50,Medical electronics,Mrs. B.Thilakavathi,B212
TUESDAY,12:00,12:50,Medical electronics,Mrs. B.Thilakavathi,A303
WEDNESDAY,10:00,10:50,Introduction to MEMS,Dr. R Jeevani,B222
MONDAY,18:00,18:50,Introduction to MEMS,Dr. R Jeevani,A102
FRIDAY,08:00,08:50,Introduction to MEMS,Dr. R Jeevani,B106
TUESDAY,09:00,09:50,Control System Engineering,Dr. Sathiyavathi S,B405
THURSDAY,12:00,12:50,Control System Engineering,Dr. Sathiyavathi S,A108
MONDAY,10:00,10:50,Control System Engineering,Dr. Sathiyavathi S,B418
