Day,StartTime,EndTime,Course,Teacher,Room
TUESDAY,12:00,12:50,Analog Circuits –I,Mr. G Loganathan,A305
THURSDAY,17:00,17:50,Analog Circuits –I,Mr. G Loganathan,A311
TUESDAY,09:00,09:50,Analog Circuits –I,Mr. G Loganathan,A305
FRIDAY,08:00,08:50,Electromagnetic Fields,Mrs. Jhanani Shree U,B408
TUESDAY,10:00,10:50,Electromagnetic Fields,Mrs. Jhanani Shree U,C308
THURSDAY,11:00,11:50,Electromagnetic Fields,Mrs. Jhanani Shree U,B219
MONDAY,08:00,08:50,Digital Principles and System Design,Dr. Jayanthi D,A210
WEDNESDAY,10:00,10:50,Digital Principles and System Design,Dr. Jayanthi D,A205
TUESDAY,13:00,13:50,Digital Principles and System Design,Dr. Jayanthi D,A308
THURSDAY,10:00,10:50,Fourier series and Number theory,Mrs. C.Shanthini,C201
WEDNESDAY,08:00,08:50,Fourier series and Number theory,Mrs. C.Shanthini,B222
FRIDAY,12:00,12:50,Fourier series and Number theory,Mrs. C.Shanthini,A102
WEDNESDAY,13:00,13:50,Fourier series and Number theory,Mrs. C.Shanthini,B403
WEDNESDAY,17:30,19:10,Analog and Digital Circuits Laboratory,Mrs. Anitha Mary M,Digital Lab-1
FRIDAY,15:50,17:30,Analog and Digital Circuits Laboratory,Mrs. Anitha Mary M,Basic Electronics Lab-1
MONDAY,11:50,13:30,Analog and Digital Circuits Laboratory,Mrs. Anitha Mary M,Basic Electronics Lab-1
WEDNESDAY,13:50,15:30,Analog and Digital Circuits Laboratory,Mrs. Anitha Mary M,Digital Lab-1
TUESDAY,16:00,16:50,Introduction to Python Programming,Mr. Gururaj D,A204
FRIDAY,09:50,11:30,Introduction to Python Programming,Mr. Gururaj D,MCT CAD Lab
TUESDAY,17:30,19:10,Introduction to Python Programming,Mr. Gururaj D,MCT CAD Lab
THURSDAY,13:00,13:50,Introduction to Python Programming,Mr. Gururaj D,MCT CAD Lab
THURSDAY,08:00,09:40,Introduction to Python Programming,Mr. Gururaj D,MCT CAD Lab
