Day,StartTime,EndTime,Course,Teacher,Room
FRIDAY,14:00,14:50,Fourier series and Number theory,Mrs. Dr. Priya Nair,A110
WEDNESDAY,16:00,16:50,Fourier series and Number theory,Mrs. Dr. Priya Nair,C307
TUESDAY,11:00,11:50,Fourier series and Number theory,Mrs. Dr. Priya Nair,A205
THURSDAY,09:00,09:50,Fourier series and Number theory,Mrs. Dr. Priya Nair,B405
WEDNESDAY,08:00,08:50,Database Management Systems,New Staff 2 N,B405
MONDAY,16:00,16:50,Database Management Systems,New Staff 2 N,B320
FRIDAY,15:00,15:50,Database Management Systems,New Staff 2 N,A210
THURSDAY,11:50,13:30,Database Management Systems,New Staff 2 N,Concrete & Survey Lab
FRIDAY,11:50,13:30,Database Management Systems,New Staff 2 N,Networks Lab
THURSDAY,17:30,19:10,Database Management Systems,New Staff 2 N,Genetic Engineering Lab
TUESDAY,08:00,09:40,Database Management Systems,New Staff 2 N,Engineering Practices Lab (Electronics)
TUESDAY,10:00,10:50,Object Oriented Programming Using JAVA,New Staff 5 N,C202
WEDNESDAY,10:00,10:50,Object Oriented Programming Using JAVA,New Staff 5 N,B404
MONDAY,17:00,17:50,Object Oriented Programming Using JAVA,New Staff 5 N,A109
MONDAY,11:50,13:30,Object Oriented Programming Using JAVA,New Staff 5 N,Food Chemistry Lab
TUESDAY,08:00,09:40,Object Oriented Programming Using JAVA,New Staff 5 N,Metrology & Measurement Lab
FRIDAY,09:50,11:30,Object Oriented Programming Using JAVA,New Staff 5 N,Engineering Practices Lab (Electronics)
THURSDAY,15:50,17:30,Object Oriented Programming Using JAVA,New Staff 5 N,Basic Electronics Lab-2
TUESDAY,18:00,18:50,Computer Networks,HOD CSE(CS),A102
THURSDAY,15:00,15:50,Computer Networks,HOD CSE(CS),B213
WEDNESDAY,18:00,18:50,Computer Networks,HOD CSE(CS),B416
MONDAY,09:50,11:30,Computer Networks,HOD CSE(CS),LIC Lab
WEDNESDAY,13:50,15:30,Computer Networks,HOD CSE(CS),Aero CAD Lab
TUESDAY,11:50,13:30,Computer Networks,HOD CSE(CS),Aero CAD Lab
TUESDAY,15:50,17:30,Computer Networks,HOD CSE(CS),Manufacturing Technology I
WEDNESDAY,09:00,09:50,Cryptography,Dr. Balasubramanian V,B416
MONDAY,08:00,08:50,Cryptography,Dr. Balasubramanian V,A108
FRIDAY,17:00,17:50,Cryptography,Dr. Balasubramanian V,A202
TUESDAY,11:50,13:30,Cryptography,Dr. Balasubramanian V,Machine Shop FF1 - EPL - 1
FRIDAY,11:50,13:30,Cryptography,Dr. Balasubramanian V,Microbiology Lab
