Day,StartTime,EndTime,Course,Teacher,Room
SATURDAY,16:00,16:50,Fourier series and Number theory,Mr. Dr. K. Mageshwaran,B417
FRIDAY,09:00,09:50,Fourier series and Number theory,Mr. Dr. K. Mageshwaran,C102
THURSDAY,08:00,08:50,Fourier series and Number theory,Mr. Dr. K. Mageshwaran,B422
TUESDAY,09:00,09:50,Fourier series and Number theory,Mr. Dr. K. Mageshwaran,B424
SATURDAY,10:00,10:50,Database Management Systems,New Staff 4 N,B426
TUESDAY,12:00,12:50,Database Management Systems,New Staff 4 N,A308
WEDNESDAY,15:00,15:50,Database Management Systems,New Staff 4 N,B213
THURSDAY,17:30,19:10,Database Management Systems,New Staff 4 N,JR3
FRIDAY,17:30,19:10,Database Management Systems,New Staff 4 N,TLGL3
SATURDAY,11:50,13:30,Database Management Systems,New Staff 4 N,TLFL4
TUESDAY,15:50,17:30,Database Management Systems,New Staff 4 N,TLGL3
TUESDAY,14:00,14:50,Object Oriented Programming Using JAVA,New Staff 3 N,C202
FRIDAY,08:00,08:50,Object Oriented Programming Using JAVA,New Staff 3 N,A303
SATURDAY,11:00,11:50,Object Oriented Programming Using JAVA,New Staff 3 N,A310
THURSDAY,15:50,17:30,Object Oriented Programming Using JAVA,New Staff 3 N,TLFR2
FRIDAY,09:50,11:30,Object Oriented Programming Using JAVA,New Staff 3 N,TLFR3
WEDNESDAY,09:50,11:30,Object Oriented Programming Using JAVA,New Staff 3 N,KFR03
THURSDAY,17:30,19:10,Object Oriented Programming Using JAVA,New Staff 3 N,TLFL2
WEDNESDAY,13:00,13:50,Computer Networks,Mrs. Subashri Meenakshi G,B219
FRIDAY,14:00,14:50,Computer Networks,Mrs. Subashri Meenakshi G,B220
WEDNESDAY,18:00,18:50,Computer Networks,Mrs. Subashri Meenakshi G,B408
TUESDAY,17:30,19:10,Computer Networks,Mrs. Subashri Meenakshi G,TLFR5
TUESDAY,15:50,17:30,Computer Networks,Mrs. Subashri Meenakshi G,TLFR1
SATURDAY,08:00,09:40,Computer Networks,Mrs. Subashri Meenakshi G,KFL01
WEDNESDAY,15:50,17:30,Computer Networks,Mrs. Subashri Meenakshi G,KFL02
WEDNESDAY,14:00,14:50,Cryptography,HOD CSE(CS),B218
WEDNESDAY,12:00,12:50,Cryptography,HOD CSE(CS),C103
WEDNESDAY,09:00,09:50,Cryptography,HOD CSE(CS),A302
TUESDAY,09:50,11:30,Cryptography,HOD CSE(CS),TLGL4
SATURDAY,13:50,15:30,Cryptography,HOD CSE(CS),TLFR5
