Day,StartTime,EndTime,Course,Teacher,Room
FRIDAY,17:30,19:10,Computer Aided Engineering Laboratory,Mr. Dr.P.Chandramohan,MCT CAD Lab
SATURDAY,08:00,09:40,Computer Aided Engineering Laboratory,Mr. Dr.P.Chandramohan,MCT CAD Lab
THURSDAY,11:50,13:30,Industrial Automation Laboratory,Mr. Nareshbabu Gajendran,Machine Shop FF3 - EPL - 3
FRIDAY,13:50,15:30,Industrial Automation Laboratory,Mr. Nareshbabu Gajendran,Engineering Practices Lab (Electrical)
FRIDAY,13:50,15:30,Mechatronics Problem Solving using AI, ML & DL,Mr. Dr Ramesh Shanmugam,TLFR1
WEDNESDAY,15:50,17:30,Mechatronics Problem Solving using AI, ML & DL,Mr. Dr Ramesh Shanmugam,TLFR3
FRIDAY,08:00,09:40,Mechatronics Problem Solving using AI, ML & DL,Mr. Dr Ramesh Shanmugam,TLFR2
THURSDAY,15:50,17:30,Mechatronics Problem Solving using AI, ML & DL,Mr. Dr Ramesh Shanmugam,TLFR5
WEDNESDAY,11:00,11:50,Automotive Mechatronics,Mr. Dr.M.Balakarthikeyan,B411
TUESDAY,17:00,17:50,Automotive Mechatronics,Mr. Dr.M.Balakarthikeyan,B422
FRIDAY,13:00,13:50,Automotive Mechatronics,Mr. Dr.M.Balakarthikeyan,A303
WEDNESDAY,18:00,18:50,Computer Aided Design and Manufacturing,Mr. Dr.P.Chandramohan,B211
SATURDAY,15:00,15:50,Computer Aided Design and Manufacturing,Mr. Dr.P.Chandramohan,A205
TUESDAY,18:00,18:50,Computer Aided Design and Manufacturing,Mr. Dr.P.Chandramohan,C103
SATURDAY,17:00,17:50,Industrial Automation,Mr. Nareshbabu Gajendran,A302
SATURDAY,18:00,18:50,Industrial Automation,Mr. Nareshbabu Gajendran,A209
THURSDAY,08:00,08:50,Industrial Automation,Mr. Nareshbabu Gajendran,B424
THURSDAY,14:00,14:50,Machine Vision,Mr. Vimalesh. A,A308
SATURDAY,13:00,13:50,Machine Vision,Mr. Vimalesh. A,A109
TUESDAY,09:00,09:50,Machine Vision,Mr. Vimalesh. A,A205
