Day,StartTime,EndTime,Course,Teacher,Room
TUESDAY,18:00,18:50,Analog and Digital Communication,Mr. Ganesamoorthy R,C202
TUESDAY,16:00,16:50,Analog and Digital Communication,Mr. Ganesamoorthy R,B403
TUESDAY,15:00,15:50,Analog and Digital Communication,Mr. Ganesamoorthy R,B423
TUESDAY,14:00,14:50,Design and Analysis of Algorithms,Mrs. L.Leena Jenifer,A208
FRIDAY,10:00,10:50,Design and Analysis of Algorithms,Mrs. L.Leena Jenifer,A205
WEDNESDAY,15:00,15:50,Design and Analysis of Algorithms,Mrs. L.Leena Jenifer,C308
THURSDAY,11:50,13:30,Design and Analysis of Algorithms,Mrs. L.Leena Jenifer,TLFL3
WEDNESDAY,17:30,19:10,Design and Analysis of Algorithms,Mrs. L.Leena Jenifer,KFR01
TUESDAY,12:00,12:50,Fourier series and Number theory,Dr. Ramalakshmi K,B221
THURSDAY,17:00,17:50,Fourier series and Number theory,Dr. Ramalakshmi K,A210
THURSDAY,18:00,18:50,Fourier series and Number theory,Dr. Ramalakshmi K,B212
FRIDAY,09:00,09:50,Fourier series and Number theory,Dr. Ramalakshmi K,B412
WEDNESDAY,14:00,14:50,Database Management Systems,Mrs. Premalatha Anand,C301
FRIDAY,08:00,08:50,Database Management Systems,Mrs. Premalatha Anand,B425
WEDNESDAY,13:00,13:50,Database Management Systems,Mrs. Premalatha Anand,B402
WEDNESDAY,17:30,19:10,Database Management Systems,Mrs. Premalatha Anand,TLFR4
SATURDAY,17:30,19:10,Database Management Systems,Mrs. Premalatha Anand,JR3
WEDNESDAY,15:50,17:30,Database Management Systems,Mrs. Premalatha Anand,TLFR4
SATURDAY,15:50,17:30,Database Management Systems,Mrs. Premalatha Anand,JL2
TUESDAY,17:00,17:50,Object Oriented Programming Using JAVA,Mrs. Priya Vijay,B401
SATURDAY,13:00,13:50,Object Oriented Programming Using JAVA,Mrs. Priya Vijay,B325
FRIDAY,14:00,14:50,Object Oriented Programming Using JAVA,Mrs. Priya Vijay,B417
SATURDAY,15:50,17:30,Object Oriented Programming Using JAVA,Mrs. Priya Vijay,TLGL1
WEDNESDAY,15:50,17:30,Object Oriented Programming Using JAVA,Mrs. Priya Vijay,TLFL1
THURSDAY,13:50,15:30,Object Oriented Programming Using JAVA,Mrs. Priya Vijay,JL3
SATURDAY,13:50,15:30,Object Oriented Programming Using JAVA,Mrs. Priya Vijay,JL1
FRIDAY,11:00,11:50,Digital Logic and Computer Architecture,Mrs. Padmini S,B408
THURSDAY,16:00,16:50,Digital Logic and Computer Architecture,Mrs. Padmini S,B404
FRIDAY,13:00,13:50,Digital Logic and Computer Architecture,Mrs. Padmini S,B411
SATURDAY,13:50,15:30,Digital Logic and Computer Architecture,Mrs. Padmini S,TLFR1
SATURDAY,17:30,19:10,Digital Logic and Computer Architecture,Mrs. Padmini S,TLGL4
