Day,StartTime,EndTime,Course,Teacher,Room
SATURDAY,13:00,13:50,Manufacturing Technology I,Mr. Dr. A. Rajkumar,A104/105
FRIDAY,16:00,16:50,Manufacturing Technology I,Mr. Dr. A. Rajkumar,B213
SATURDAY,10:00,10:50,Manufacturing Technology I,Mr. Dr. A. Rajkumar,A104/105
THURSDAY,09:00,09:50,Kinematics of Machinery,Mr. Dr.S.Arulmurugan,B219
TUESDAY,13:00,13:50,Kinematics of Machinery,Mr. Dr.S.Arulmurugan,A310
FRIDAY,08:00,08:50,Kinematics of Machinery,Mr. Dr.S.Arulmurugan,A103
WEDNESDAY,15:50,17:30,Manufacturing Technology Laboratory I,Mr. Dr.S.Dhandapani,Manufacturing Technology I
WEDNESDAY,17:30,19:10,Manufacturing Technology Laboratory I,Mr. Dr.S.Dhandapani,Manufacturing Technology I
SATURDAY,16:00,16:50,Strength of Materials,Mr. Hariram S,A110
FRIDAY,12:00,12:50,Strength of Materials,Mr. Hariram S,B417
SATURDAY,12:00,12:50,Strength of Materials,Mr. Hariram S,B219
WEDNESDAY,08:00,09:40,Strength of Materials,Mr. Hariram S,Strength of Materials Lab
TUESDAY,15:50,17:30,Strength of Materials,Mr. Hariram S,Strength of Materials Lab
WEDNESDAY,13:00,13:50,Transforms and Statistics,Dr. Vikram S T,B424
WEDNESDAY,12:00,12:50,Transforms and Statistics,Dr. Vikram S T,A103
WEDNESDAY,14:00,14:50,Transforms and Statistics,Dr. Vikram S T,A203
THURSDAY,15:50,17:30,Transforms and Statistics,Dr. Vikram S T,Chemistry Lab
WEDNESDAY,15:50,17:30,Transforms and Statistics,Dr. Vikram S T,Networks Lab
FRIDAY,13:00,13:50,Engineering Thermodynamics,Mr. Dr. S. Sekar,B213
THURSDAY,14:00,14:50,Engineering Thermodynamics,Mr. Dr. S. Sekar,A311
SATURDAY,18:00,18:50,Engineering Thermodynamics,Mr. Dr. S. Sekar,C301
TUESDAY,11:00,11:50,Engineering Thermodynamics,Mr. Dr. S. Sekar,B401
THURSDAY,09:50,11:30,Python Programming for Machine Learning,Mr. Vinoth Babu N,DSP Lab
WEDNESDAY,17:30,19:10,Python Programming for Machine Learning,Mr. Vinoth Babu N,DSP Lab
SATURDAY,13:50,15:30,Python Programming for Machine Learning,Mr. Vinoth Babu N,DSP Lab
FRIDAY,17:30,19:10,Python Programming for Machine Learning,Mr. Vinoth Babu N,DSP Lab
